model,candidate,lag_order,diagnostic_type,equation,test,Acceptable if,durbin_watson,ljung_box_lag,ljung_box_p_value,max_abs_acf_lag_1_to_24,acf_confidence_bound,acf_exceedance_count,acf_exceedance_share,jarque_bera_p_value,arch_lm_p_value,portmanteau_p_value,system_normality_p_value,stable,source_residual,target_residual,lag_of_max_abs_ccf,ccf_at_max_abs_lag,max_abs_ccf
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,D_FEDFUNDS,INF,0.0,0.1747720624753771,0.1747720624753771
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,D_FEDFUNDS,D_FEDFUNDS,8.0,0.16486536630279094,0.16486536630279094
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,D_FEDFUNDS,UNRATE,1.0,-0.20278023983506324,0.20278023983506324
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,D_FEDFUNDS,INDPRO_GROWTH,5.0,0.1320808454364323,0.1320808454364323
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,D_FEDFUNDS,SENTIMENT_CHANGE,0.0,0.22298620342535552,0.22298620342535552
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,UNRATE,INF,0.0,-0.15628505948738863,0.15628505948738863
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,UNRATE,D_FEDFUNDS,-1.0,-0.20278023983506324,0.20278023983506324
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,UNRATE,UNRATE,2.0,-0.08567317035568793,0.08567317035568793
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,UNRATE,INDPRO_GROWTH,0.0,-0.733766175407275,0.733766175407275
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,UNRATE,SENTIMENT_CHANGE,0.0,-0.25072456449700076,0.25072456449700076
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,INDPRO_GROWTH,INF,0.0,0.12814438526753205,0.12814438526753205
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,INDPRO_GROWTH,D_FEDFUNDS,-5.0,0.13208084543643225,0.13208084543643225
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,INDPRO_GROWTH,UNRATE,0.0,-0.7337661754072751,0.7337661754072751
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,INDPRO_GROWTH,INDPRO_GROWTH,10.0,0.1970526604615727,0.1970526604615727
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,INDPRO_GROWTH,SENTIMENT_CHANGE,0.0,0.1773910197617463,0.1773910197617463
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,SENTIMENT_CHANGE,INF,-5.0,-0.11804344578157716,0.11804344578157716
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,SENTIMENT_CHANGE,D_FEDFUNDS,0.0,0.22298620342535552,0.22298620342535552
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,SENTIMENT_CHANGE,UNRATE,0.0,-0.2507245644970007,0.2507245644970007
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,SENTIMENT_CHANGE,INDPRO_GROWTH,0.0,0.1773910197617463,0.1773910197617463
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,1,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.0180964653195846e-15,0.0,True,SENTIMENT_CHANGE,SENTIMENT_CHANGE,2.0,-0.21508351740273177,0.21508351740273177
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,equation_residual,INF,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.000073553819297,12.0,0.043371280784740236,0.16844952901539964,0.10676800329775729,4.0,0.16666666666666666,2.3402167246743636e-24,9.083694329333911e-07,1.7518635036167258e-05,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,equation_residual,D_FEDFUNDS,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.016474112874272,12.0,0.277147830851775,0.11893307368798697,0.10676800329775729,2.0,0.08333333333333333,0.0,0.7570081772252197,1.7518635036167258e-05,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,equation_residual,UNRATE,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.002418822068921,12.0,0.07883937665019783,0.1244678202862095,0.10676800329775729,1.0,0.041666666666666664,0.0,0.9999983975185749,1.7518635036167258e-05,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,equation_residual,INDPRO_GROWTH,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.007244399322919,12.0,0.27097303733581635,0.1423798400679389,0.10676800329775729,1.0,0.041666666666666664,0.0,0.08280991454715342,1.7518635036167258e-05,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,equation_residual,SENTIMENT_CHANGE,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.014937192802287,12.0,0.16741771524429003,0.1315792529316366,0.10676800329775729,1.0,0.041666666666666664,2.1540101690373721e-07,0.06649725304647829,1.7518635036167258e-05,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INF,INF,11.0,0.16844952901539964,0.16844952901539964
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INF,D_FEDFUNDS,0.0,0.2086043196609339,0.2086043196609339
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INF,UNRATE,0.0,-0.13161001505342623,0.13161001505342623
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INF,INDPRO_GROWTH,12.0,-0.11264416021683074,0.11264416021683074
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INF,SENTIMENT_CHANGE,5.0,-0.12310220958928661,0.12310220958928661
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,D_FEDFUNDS,INF,0.0,0.20860431966093387,0.20860431966093387
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,D_FEDFUNDS,D_FEDFUNDS,6.0,0.11893307368798697,0.11893307368798697
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,D_FEDFUNDS,UNRATE,8.0,-0.11048820203060662,0.11048820203060662
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,D_FEDFUNDS,INDPRO_GROWTH,9.0,-0.1257264976116441,0.1257264976116441
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,D_FEDFUNDS,SENTIMENT_CHANGE,0.0,0.2074517169459382,0.2074517169459382
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,UNRATE,INF,0.0,-0.1316100150534262,0.1316100150534262
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,UNRATE,D_FEDFUNDS,-8.0,-0.11048820203060662,0.11048820203060662
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,UNRATE,UNRATE,4.0,-0.1244678202862095,0.1244678202862095
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,UNRATE,INDPRO_GROWTH,0.0,-0.7185999624354079,0.7185999624354079
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,UNRATE,SENTIMENT_CHANGE,0.0,-0.26707184347589996,0.26707184347589996
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INDPRO_GROWTH,INF,-12.0,-0.11264416021683075,0.11264416021683075
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INDPRO_GROWTH,D_FEDFUNDS,-9.0,-0.1257264976116441,0.1257264976116441
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INDPRO_GROWTH,UNRATE,0.0,-0.7185999624354081,0.7185999624354081
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INDPRO_GROWTH,INDPRO_GROWTH,10.0,0.1423798400679389,0.1423798400679389
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,INDPRO_GROWTH,SENTIMENT_CHANGE,0.0,0.17230330515658007,0.17230330515658007
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,SENTIMENT_CHANGE,INF,-5.0,-0.12310220958928661,0.12310220958928661
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,SENTIMENT_CHANGE,D_FEDFUNDS,0.0,0.20745171694593822,0.20745171694593822
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,SENTIMENT_CHANGE,UNRATE,0.0,-0.2670718434759,0.2670718434759
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,SENTIMENT_CHANGE,INDPRO_GROWTH,0.0,0.17230330515658007,0.17230330515658007
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,2,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,1.7518635036167258e-05,0.0,True,SENTIMENT_CHANGE,SENTIMENT_CHANGE,5.0,-0.1315792529316366,0.1315792529316366
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,equation_residual,INF,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.0166463897949565,12.0,0.1818012608453275,0.16698013001426762,0.10692676621563627,3.0,0.125,1.1825992974842374e-18,0.0001975311873137872,3.2270334202608725e-06,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,equation_residual,D_FEDFUNDS,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.0107282031445783,12.0,0.2836355583733525,0.13569256306493707,0.10692676621563627,2.0,0.08333333333333333,0.0,0.8728768271537511,3.2270334202608725e-06,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,equation_residual,UNRATE,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,1.9859060415640817,12.0,0.31399896377613523,0.12897542399190937,0.10692676621563627,1.0,0.041666666666666664,0.0,0.9999993724601233,3.2270334202608725e-06,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,equation_residual,INDPRO_GROWTH,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.0477313487763444,12.0,0.3952187913773374,0.15646547421131635,0.10692676621563627,1.0,0.041666666666666664,0.0,0.07752372775800417,3.2270334202608725e-06,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,equation_residual,SENTIMENT_CHANGE,"DW, Ljung-Box, ACF, Jarque-Bera, ARCH-LM",DW near 2; Ljung-Box/JB/ARCH p-values > 0.05 preferred; positive-lag ACF exceedances should be limited,2.016996993994356,12.0,0.1433913830401026,0.13023865043769323,0.10692676621563627,2.0,0.08333333333333333,1.1985619843231448e-05,0.06323769140266469,3.2270334202608725e-06,0.0,True,,,,,
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.2270334202608725e-06,0.0,True,INF,INF,11.0,0.16698013001426762,0.16698013001426762
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.2270334202608725e-06,0.0,True,INF,D_FEDFUNDS,0.0,0.22984852185309446,0.22984852185309446
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.2270334202608725e-06,0.0,True,INF,UNRATE,0.0,-0.12546175438684315,0.12546175438684315
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.2270334202608725e-06,0.0,True,INF,INDPRO_GROWTH,12.0,-0.10966147144637846,0.10966147144637846
VAR_D_FEDFUNDS,VAR_D_FEDFUNDS_core_sentiment,3,lagged_cross_correlation,,Residual lagged cross-correlation,smaller absolute cross-correlations indicate weaker remaining cross-equation residual dependence; lag 0 is meaningful for cross-series residuals,,,,,,,,,,3.2270334202608725e-06,0.0,True,INF,SENTIMENT_CHANGE,11.0,-0.08578294453067511,0.08578294453067511
